Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
1/1/2020,20,22,18,23,17,20,20,21,22,21,21,23,29,20,32,16,16,35,21,23,18,28,16,25,45,27,18,21,25,22,26,23,20,28,28,23,21,15,18,35,13,8,12,20,15,15,15,15,18,24,21,28,20,22,15,13,20,24,17,35,15,10,38,7,34,n/a,n/a,n/a
2/1/2020,26,24,20,26,21,24,26,28,27,27,28,30,32,25,28,22,21,38,22,23,20,31,22,26,40,30,34,27,26,26,27,31,25,23,17,17,21,13,19,23,23,15,12,21,19,23,13,13,16,18,15,22,16,19,21,17,19,29,14,32,22,9,29,8,27,n/a,n/a,n/a
3/1/2020,32,28,24,31,24,27,32,32,29,33,30,36,38,30,33,27,24,41,26,29,32,31,35,34,66,45,34,31,21,32,31,34,24,26,16,23,22,14,24,29,23,9,12,24,24,27,14,12,14,16,16,26,25,18,28,16,24,33,10,33,25,8,43,8,38,n/a,n/a,n/a
4/1/2020,37,35,31,35,35,34,37,38,39,39,35,44,48,35,43,36,31,51,30,34,46,37,45,44,76,58,41,34,36,36,41,46,37,36,30,42,36,30,37,34,18,9,12,28,27,34,13,17,18,25,20,49,36,28,45,19,27,38,15,33,28,8,51,9,51,n/a,n/a,n/a
5/1/2020,45,41,33,40,36,38,42,51,44,45,40,46,56,39,53,44,41,58,34,44,47,39,42,48,71,61,49,47,38,44,49,52,45,61,55,51,43,44,50,34,20,9,14,25,28,40,18,19,28,26,21,69,42,37,44,23,37,51,19,40,39,8,56,10,56,n/a,n/a,n/a
6/1/2020,51,49,39,46,49,40,46,62,50,52,45,52,63,45,66,43,45,62,33,42,52,48,62,55,62,67,57,55,45,53,51,54,41,42,36,59,61,51,59,45,18,16,21,34,35,38,24,25,27,22,28,57,52,43,48,32,40,64,23,41,41,17,71,20,57,n/a,n/a,n/a
7/1/2020,51,57,39,47,45,38,57,64,52,53,57,64,66,48,71,49,47,72,41,59,58,54,75,63,70,54,61,53,n/a,49,63,68,54,31,27,64,84,60,72,59,31,28,19,60,46,46,20,22,31,18,39,55,60,50,50,34,33,59,32,41,48,17,72,15,53,n/a,n/a,n/a
8/1/2020,53,64,47,53,52,49,60,58,55,55,59,63,76,49,59,53,50,76,48,51,61,54,76,57,82,61,58,49,43,55,65,66,59,56,51,73,66,54,61,53,18,12,12,42,39,61,14,15,43,18,36,70,60,59,48,34,48,55,31,54,45,9,83,8,55,n/a,n/a,n/a
9/1/2020,60,55,47,49,49,47,53,74,56,63,56,70,67,60,81,51,54,68,55,63,57,61,67,56,90,88,53,51,46,51,55,57,53,58,58,64,49,58,55,55,12,7,12,43,40,50,17,16,48,29,33,68,72,56,48,33,50,56,31,53,48,8,71,8,74,n/a,n/a,n/a
10/1/2020,97,100,63,72,78,70,78,96,82,101,77,102,112,82,94,86,86,108,48,67,60,72,68,59,88,109,51,58,41,66,67,60,59,49,47,64,61,60,65,62,17,13,15,46,44,47,18,21,44,23,44,65,87,57,47,41,44,55,37,50,46,7,82,11,77,n/a,n/a,n/a
11/1/2020,46,46,35,46,35,42,47,57,49,49,46,65,55,47,61,37,37,53,28,51,60,54,76,64,73,59,34,20,18,29,37,43,37,35,35,52,62,55,60,59,21,18,16,50,50,41,18,19,29,24,45,62,86,45,44,50,22,26,40,54,69,12,68,13,70,n/a,n/a,n/a
12/1/2020,36,37,26,35,33,33,38,38,39,39,38,55,47,42,40,27,31,43,25,38,47,43,60,51,61,32,27,21,22,26,30,33,32,42,40,74,79,81,87,64,29,22,19,40,50,31,20,20,21,25,46,64,93,36,51,50,27,24,38,58,57,12,53,18,41,n/a,n/a,n/a
13/1/2020,33,33,26,36,33,30,34,39,42,39,38,45,47,40,41,31,34,47,30,40,44,37,63,55,45,27,32,27,27,26,34,37,31,86,80,106,82,88,96,51,25,18,16,42,49,35,18,22,38,26,45,66,87,54,53,40,42,29,40,72,47,18,62,16,32,n/a,n/a,n/a
14/1/2020,34,36,27,35,30,29,35,42,37,34,38,47,44,37,44,30,28,41,31,36,50,36,87,59,42,25,37,29,29,29,37,42,28,48,45,81,57,65,66,59,17,11,12,45,72,40,17,16,38,24,53,49,72,63,60,45,58,29,38,61,59,13,62,10,29,n/a,n/a,n/a
15/1/2020,35,38,30,37,31,31,39,45,39,36,38,49,45,40,45,30,28,42,31,34,44,40,82,58,49,23,35,29,29,29,33,40,31,35,34,77,54,68,69,51,22,17,18,59,79,38,22,21,23,24,58,28,81,48,68,56,30,35,41,53,77,13,69,16,33,n/a,n/a,n/a
16/1/2020,37,41,33,39,37,37,40,47,42,38,42,56,47,40,46,33,33,44,36,41,56,42,81,58,58,28,42,33,34,35,38,46,37,32,30,70,55,65,65,59,31,26,29,69,78,40,24,27,22,24,52,28,76,37,62,57,25,38,34,50,57,17,79,21,36,n/a,n/a,n/a
17/1/2020,45,46,36,47,43,42,47,58,50,45,48,60,54,51,56,39,37,51,42,45,51,46,71,53,66,34,41,36,36,41,43,48,36,38,38,68,61,66,72,60,32,32,32,66,81,40,24,28,25,28,47,33,74,44,55,63,29,45,32,51,58,16,85,25,40,n/a,n/a,n/a
18/1/2020,58,58,48,55,52,52,55,59,59,54,56,79,64,61,63,46,49,63,46,60,70,62,90,71,75,44,51,51,48,54,55,56,51,49,51,90,66,73,84,66,32,27,23,54,68,51,22,26,34,38,55,45,78,54,82,60,36,58,37,56,73,18,88,25,52,n/a,n/a,n/a
19/1/2020,56,58,50,56,53,52,57,58,58,55,56,74,65,59,57,49,49,66,45,58,65,57,87,77,71,46,57,51,45,54,58,58,53,36,43,94,71,81,84,76,26,20,21,50,69,60,20,24,45,27,61,48,80,70,72,55,51,58,47,50,76,14,85,16,57,n/a,n/a,n/a
20/1/2020,64,60,54,61,58,56,62,72,65,64,63,76,73,66,n/a,58,52,75,49,62,80,67,91,81,67,52,60,48,41,49,50,60,56,50,51,90,68,74,72,60,25,21,16,35,50,62,16,19,48,23,57,34,79,74,66,45,61,51,44,50,79,12,86,15,54,n/a,n/a,n/a
21/1/2020,46,47,45,50,45,45,53,55,51,45,56,72,55,54,n/a,40,40,53,38,56,73,58,97,92,52,26,49,35,36,45,30,53,43,51,57,82,63,73,69,64,12,12,14,38,66,55,17,17,38,29,52,39,73,70,74,48,49,45,40,57,71,10,77,9,41,n/a,n/a,n/a
22/1/2020,41,36,32,39,32,32,41,45,43,39,43,53,39,44,45,35,31,41,28,40,58,43,90,75,53,25,37,29,28,29,22,38,29,35,n/a,81,61,74,69,68,20,13,13,59,74,41,16,16,23,33,63,35,77,56,73,54,37,34,41,54,70,10,72,10,36,n/a,n/a,n/a
23/1/2020,35,35,26,35,32,33,40,46,38,34,35,51,40,38,44,30,30,44,27,44,53,38,71,58,50,26,38,25,27,30,26,35,27,27,31,73,52,65,66,61,13,11,11,65,76,37,16,15,21,28,58,29,77,42,53,59,32,36,34,53,70,12,73,8,31,n/a,n/a,n/a
24/1/2020,24,21,18,27,24,24,26,30,27,22,21,43,27,25,28,18,19,32,20,27,33,21,43,37,33,15,26,14,15,16,15,29,17,28,34,93,65,84,67,42,18,12,15,75,58,25,16,18,19,35,54,31,99,56,n/a,57,34,20,25,48,46,12,50,13,20,n/a,n/a,n/a
25/1/2020,21,18,15,21,17,16,20,20,21,17,16,30,23,20,17,14,17,29,19,21,23,17,34,27,21,13,20,12,19,13,14,20,16,36,34,98,77,134,80,32,15,11,17,51,38,20,15,17,26,32,63,44,131,67,n/a,41,51,17,34,46,49,14,34,9,17,n/a,n/a,n/a
26/1/2020,17,12,11,15,13,15,19,23,19,15,12,25,19,18,23,13,12,27,16,16,24,16,32,29,29,14,14,9,15,6,9,16,9,41,46,130,84,n/a,117,29,17,15,16,36,26,17,15,16,25,37,89,49,136,79,17,33,36,11,43,58,30,14,43,11,17,n/a,n/a,n/a
27/1/2020,21,20,14,20,21,19,23,29,24,23,19,27,28,22,36,20,20,35,20,18,27,21,37,32,31,25,17,10,19,10,11,18,14,40,45,136,128,266,137,56,16,15,17,28,35,18,15,16,18,41,107,49,151,99,14,28,48,15,63,54,36,16,58,12,28,n/a,n/a,n/a
28/1/2020,34,26,18,27,25,26,26,40,35,33,29,43,36,33,41,26,27,44,23,29,54,29,49,40,39,30,18,15,19,14,18,30,25,43,50,112,121,131,79,39,18,16,17,35,34,21,15,15,18,35,91,47,119,99,16,35,48,21,63,55,36,12,50,13,32,n/a,n/a,n/a
29/1/2020,30,27,22,30,24,29,33,39,35,31,30,39,34,36,46,25,26,34,21,33,55,33,77,50,51,26,26,14,18,17,17,38,19,44,42,91,105,103,91,55,19,13,14,26,37,25,14,16,19,36,69,41,107,94,21,37,44,24,49,81,41,12,70,10,37,n/a,n/a,n/a
30/1/2020,37,37,28,35,35,29,37,41,38,33,34,42,44,38,47,35,33,54,31,37,58,36,70,57,63,36,35,29,23,31,28,42,43,60,56,103,109,106,96,36,20,16,14,29,27,34,14,15,19,45,41,51,107,70,28,24,37,32,32,97,33,12,105,10,35,n/a,n/a,n/a
31/1/2020,45,45,34,46,44,45,46,43,46,42,44,47,51,46,51,43,40,60,37,45,46,49,57,56,69,45,45,37,41,34,38,48,42,65,70,74,74,66,47,40,21,16,16,47,49,39,17,18,21,52,50,48,73,71,34,39,52,44,34,76,47,11,66,11,49,n/a,n/a,n/a
1/2/2020,61,60,43,58,57,55,61,63,64,60,60,72,72,66,71,63,59,79,45,62,70,62,82,88,75,60,55,49,47,49,48,57,59,50,54,56,53,47,48,59,22,19,18,51,70,57,17,19,22,46,66,36,70,64,57,55,57,59,42,61,78,10,82,16,55,n/a,n/a,n/a
2/2/2020,60,60,53,58,58,59,62,62,63,57,65,73,72,62,72,54,55,77,43,66,86,69,110,106,72,49,60,51,41,51,47,62,66,38,38,73,69,61,68,73,21,18,18,56,79,66,19,22,23,40,70,31,75,66,66,61,56,57,45,63,112,15,86,15,54,n/a,n/a,n/a
3/2/2020,53,54,45,58,48,46,n/a,55,55,49,56,70,62,57,54,47,47,69,39,57,72,60,108,90,67,40,64,50,51,52,45,63,53,33,37,56,48,48,41,69,30,25,n/a,63,82,63,18,23,23,37,59,26,74,59,72,69,43,56,43,57,98,16,81,22,44,n/a,n/a,n/a
4/2/2020,44,42,33,43,40,44,46,49,45,41,42,56,50,45,50,37,39,54,31,43,54,45,74,58,52,34,51,36,35,39,39,54,41,41,40,48,47,46,34,54,27,28,25,74,81,48,19,25,30,42,53,29,60,50,61,81,45,44,36,54,69,19,65,19,38,n/a,n/a,n/a
5/2/2020,32,29,25,32,27,31,31,39,34,29,32,43,35,35,36,24,31,42,24,33,45,35,55,48,39,23,34,21,22,22,25,39,28,36,37,71,59,59,57,47,15,11,17,55,72,35,16,18,40,40,65,31,62,71,51,65,51,27,51,56,53,14,50,9,26,n/a,n/a,n/a
6/2/2020,26,24,20,22,21,22,28,35,27,23,22,35,29,27,31,19,21,36,22,29,32,24,58,35,36,18,31,21,23,23,22,38,22,41,43,57,49,48,44,42,17,11,16,59,55,31,17,19,35,40,72,30,60,47,46,60,43,27,51,56,45,10,44,12,24,n/a,n/a,n/a
7/2/2020,30,29,27,31,25,30,33,38,32,28,35,42,32,36,38,22,26,38,23,30,41,37,56,42,37,20,30,19,21,20,17,33,22,38,44,52,49,49,39,33,19,17,21,80,60,31,20,24,40,45,65,33,54,46,48,70,54,23,40,55,48,15,49,17,25,n/a,n/a,n/a
8/2/2020,36,35,29,36,35,35,35,38,n/a,35,40,46,37,41,42,29,31,47,27,39,53,41,93,67,51,25,34,28,26,31,27,41,34,48,47,54,59,58,50,56,27,25,22,46,75,39,18,21,46,51,60,40,60,55,59,50,60,32,42,56,64,19,68,19,34,n/a,n/a,n/a
9/2/2020,44,42,32,40,39,39,40,40,45,43,43,47,48,45,43,42,38,64,35,40,51,45,67,57,57,43,48,48,42,46,37,45,47,61,63,65,56,55,53,44,24,13,17,25,35,43,16,17,56,62,47,43,56,56,40,30,66,55,38,57,62,13,71,8,45,n/a,n/a,n/a
10/2/2020,45,42,42,41,41,43,44,47,44,42,44,45,46,45,55,42,37,60,35,39,34,48,41,35,54,54,46,38,45,37,33,44,45,52,54,45,37,31,33,32,27,18,17,22,31,37,15,14,47,63,36,35,35,35,31,19,54,42,23,48,40,7,54,12,44,n/a,n/a,n/a
11/2/2020,49,48,45,48,48,46,48,53,52,49,49,57,54,50,69,54,48,66,39,50,60,53,63,61,61,54,46,47,49,49,46,55,54,45,45,40,34,37,33,51,16,11,14,41,43,44,15,16,44,66,45,31,41,40,34,37,52,54,37,49,55,4,76,10,58,n/a,n/a,n/a
12/2/2020,36,32,34,35,38,36,36,44,40,34,34,49,41,36,45,34,34,48,29,36,60,37,73,51,46,32,47,39,37,39,34,47,40,36,41,45,39,43,38,49,11,11,13,48,59,50,11,9,38,74,49,28,49,40,39,49,50,39,37,45,57,6,59,9,35,n/a,n/a,n/a
13/2/2020,13,11,12,15,13,12,16,17,16,12,10,22,17,14,14,15,10,22,13,13,15,10,22,23,18,8,16,9,18,9,9,17,10,40,38,30,28,26,22,29,10,10,13,50,39,16,11,13,32,75,44,21,44,26,16,43,59,17,34,40,25,5,36,8,11,n/a,n/a,n/a
14/2/2020,12,10,10,12,13,12,13,19,16,11,10,22,16,13,15,8,11,24,13,13,17,10,24,20,18,7,14,8,18,8,8,14,10,32,33,30,26,26,24,26,13,10,n/a,37,26,14,11,14,34,77,42,19,35,25,13,34,51,16,32,35,18,6,29,10,11,n/a,n/a,n/a
15/2/2020,20,15,17,17,20,15,19,25,23,22,16,25,21,22,27,16,16,32,18,17,24,19,25,27,22,20,15,9,20,11,10,15,13,48,50,41,38,41,34,30,11,12,n/a,36,24,18,13,14,63,115,50,28,37,43,10,41,78,16,41,43,19,6,28,8,22,n/a,n/a,n/a
16/2/2020,16,11,14,13,12,14,15,19,16,13,11,23,16,15,22,10,10,25,16,16,27,14,32,22,27,13,14,9,19,7,8,17,10,76,81,56,53,49,51,35,12,14,16,61,36,12,13,14,79,123,57,48,69,86,16,73,92,16,47,59,n/a,9,43,11,18,n/a,n/a,n/a
17/2/2020,18,15,18,18,17,15,19,21,21,16,17,25,20,18,20,13,14,27,16,21,30,18,62,44,41,12,21,13,19,18,9,22,14,75,86,59,52,52,52,33,12,15,14,32,35,18,12,13,94,91,66,56,87,97,34,37,94,16,73,75,39,9,58,8,18,n/a,n/a,n/a
18/2/2020,32,32,31,31,32,30,32,36,39,36,32,40,41,34,41,32,32,50,29,32,35,35,45,43,43,39,35,22,26,24,29,38,31,75,78,59,60,60,62,33,15,9,14,33,31,27,14,14,54,78,61,54,68,77,27,31,59,32,49,70,39,7,41,9,35,n/a,n/a,n/a
19/2/2020,52,49,53,50,50,48,52,52,53,49,53,52,54,51,64,49,42,64,34,49,51,55,53,57,66,59,47,40,43,44,37,44,37,57,56,53,53,51,49,47,22,15,17,40,41,36,20,21,55,63,58,36,65,70,33,36,57,46,46,52,45,10,53,13,66,n/a,n/a,n/a
20/2/2020,58,54,59,53,57,54,56,79,59,59,55,64,64,58,92,51,55,77,51,64,70,66,64,61,79,91,60,63,61,59,49,57,60,54,56,60,56,56,60,46,25,19,19,41,50,52,19,21,60,84,58,39,80,71,43,42,65,72,43,65,70,12,73,15,84,n/a,n/a,n/a
21/2/2020,49,52,50,50,46,49,49,53,54,49,51,54,56,48,61,53,48,73,62,55,47,64,65,49,86,64,54,57,48,59,46,58,52,73,71,59,52,55,52,42,22,18,16,35,39,48,18,19,58,108,53,46,62,60,35,32,70,60,46,70,54,11,65,13,65,n/a,n/a,n/a
22/2/2020,50,51,53,52,52,50,54,52,58,50,56,57,58,50,63,53,45,68,56,57,36,61,48,34,66,67,48,50,41,49,42,50,53,54,56,48,41,42,41,38,23,15,19,27,28,38,18,19,52,137,41,45,45,49,28,n/a,57,53,39,50,43,n/a,42,13,59,n/a,n/a,n/a
23/2/2020,53,53,55,54,51,51,56,52,58,52,57,59,58,54,74,52,47,67,57,56,36,63,42,43,65,57,49,49,42,50,46,51,47,54,55,51,46,41,45,34,23,14,15,30,37,37,18,17,43,168,38,42,47,54,33,28,46,51,42,53,48,9,46,11,54,n/a,n/a,n/a
24/2/2020,62,64,66,62,67,67,63,71,70,62,63,68,69,57,75,60,64,81,75,63,70,64,57,78,78,47,75,82,86,81,55,68,62,56,56,58,53,56,59,48,21,15,16,34,40,58,20,18,45,124,51,45,66,58,44,38,54,96,47,57,71,9,71,11,70,n/a,n/a,n/a
25/2/2020,64,67,74,62,60,57,71,66,76,60,70,87,69,64,65,59,58,84,77,74,87,69,100,117,73,47,90,81,71,85,55,77,71,70,68,74,56,56,50,58,21,16,16,46,56,85,19,18,60,119,61,48,75,66,71,44,72,82,44,73,100,15,84,14,58,n/a,n/a,n/a
26/2/2020,43,42,48,45,41,42,49,52,49,41,48,59,46,43,45,36,38,55,44,49,59,50,96,75,53,31,46,36,31,36,33,52,43,72,69,78,64,58,55,58,18,17,15,45,61,52,18,16,63,153,63,50,83,75,66,48,78,41,52,82,70,13,82,12,38,n/a,n/a,n/a
27/2/2020,48,40,42,45,40,46,48,51,54,47,50,65,48,45,50,38,33,55,41,47,58,50,98,66,52,29,45,28,26,28,28,46,34,81,54,82,76,79,62,58,18,14,14,49,59,50,15,16,74,161,79,53,106,91,62,39,83,34,51,88,61,12,75,12,42,n/a,n/a,n/a
28/2/2020,28,26,28,28,26,27,31,32,35,24,27,46,30,29,27,22,21,39,35,36,51,n/a,73,52,27,15,39,27,25,30,26,34,39,96,59,76,74,73,64,54,17,15,13,39,51,37,17,15,69,126,75,59,111,95,44,34,87,31,57,93,52,13,62,11,22,n/a,n/a,n/a
29/2/2020,25,23,28,27,26,24,27,30,29,22,24,39,26,27,26,19,24,36,23,27,36,28,48,41,24,14,26,22,21,27,20,29,23,99,55,70,60,65,55,38,18,13,14,41,62,31,14,15,74,85,75,52,67,89,38,44,87,23,60,88,41,16,34,13,20,n/a,n/a,n/a
1/3/2020,26,23,23,25,24,25,27,29,27,23,23,37,27,26,28,22,22,36,24,28,31,25,40,33,32,18,27,21,22,19,17,23,20,73,42,58,50,46,49,43,23,20,16,59,60,29,19,15,65,104,70,50,57,63,32,62,92,24,54,68,37,18,41,12,23,86,80,n/a
2/3/2020,26,23,26,n/a,26,24,27,30,29,24,24,35,28,24,26,19,23,35,22,28,33,26,45,36,33,20,28,17,17,20,20,28,21,67,66,59,49,48,47,44,24,17,14,72,53,28,15,15,67,101,70,41,67,63,29,70,106,24,55,66,37,17,51,13,25,95,85,n/a
3/3/2020,19,16,20,n/a,19,17,20,28,22,18,17,33,23,18,22,14,18,30,19,20,29,17,40,31,29,13,21,12,19,13,14,18,15,61,57,50,43,42,39,41,16,13,14,65,39,23,19,14,53,97,64,32,55,60,22,48,101,17,52,50,31,10,39,8,18,61,71,n/a
4/3/2020,14,11,14,13,13,12,17,22,16,10,11,23,17,14,19,12,10,24,13,13,19,13,24,20,18,9,17,9,14,10,8,19,12,58,48,39,39,35,40,33,13,11,13,53,30,17,15,16,52,77,36,33,38,46,17,28,63,12,44,38,20,16,30,12,13,42,84,10
5/3/2020,15,13,15,16,16,15,17,25,20,12,14,28,17,14,19,9,14,27,14,16,22,14,33,23,17,9,18,10,16,10,11,23,13,46,40,36,31,31,32,26,12,10,13,23,38,18,17,15,43,66,26,28,34,37,18,17,65,17,n/a,40,23,13,25,11,12,10,34,9
6/3/2020,15,14,16,17,16,12,16,24,18,14,13,24,19,15,20,13,13,27,18,13,21,13,26,26,17,10,18,11,18,15,12,17,15,42,41,31,29,26,26,26,16,12,13,17,23,16,12,13,40,74,24,24,24,32,16,10,72,16,19,38,27,9,30,12,11,15,26,11
7/3/2020,15,13,16,16,16,15,17,25,20,13,16,26,17,15,17,10,14,29,18,22,31,16,38,26,21,9,17,11,14,12,13,n/a,14,44,41,32,30,30,27,28,18,10,17,28,29,17,12,12,62,95,31,24,29,41,14,20,143,16,26,35,23,7,27,12,14,23,26,11
8/3/2020,22,19,21,23,21,22,22,24,27,20,21,32,25,23,27,16,19,33,21,24,30,26,34,28,27,17,23,16,18,20,14,25,16,61,54,38,32,36,35,31,18,12,20,39,38,23,15,16,74,136,40,31,40,51,17,29,153,19,37,44,31,14,30,15,25,42,45,20
