Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
22/10/2020,23,16,n/a,20,20,14,23,24,22,23,27,31,21,18,20,18,15,32,21,15,14,13,22,14,15,31,14,13,15,11,10,14,12,14,9,7,5,4,12,14,9,18,22,18,17,8,11,13,8,6,15,20,10,8,10,10,7,14,8,6,13,4,18,8,14,17,18,12
23/10/2020,31,23,21,24,30,21,26,32,27,28,28,34,28,24,31,24,23,38,23,24,26,21,32,23,22,37,20,18,22,16,17,19,20,15,10,9,7,7,14,19,10,16,22,27,27,19,9,13,12,8,17,21,12,12,22,15,14,23,12,10,25,4,25,6,25,28,23,20
24/10/2020,35,27,29,30,32,26,n/a,37,31,33,31,35,31,29,40,24,29,42,30,32,33,25,34,32,37,43,26,25,23,26,23,27,28,19,13,13,10,9,n/a,22,13,20,22,31,34,23,9,14,17,10,20,22,15,16,26,19,22,30,12,13,34,4,31,6,37,34,27,29
25/10/2020,40,33,39,38,39,31,n/a,47,42,40,42,45,41,34,36,36,35,43,31,36,32,34,37,30,33,51,31,35,34,32,26,31,28,21,15,17,14,10,20,26,9,16,22,32,38,29,7,13,17,12,21,28,20,20,27,19,21,35,15,16,32,3,30,4,33,40,36,29
26/10/2020,46,41,40,38,45,34,n/a,53,47,47,43,53,46,33,46,44,38,54,36,35,35,29,40,34,30,57,38,40,40,36,33,35,33,23,18,19,16,12,21,32,8,15,23,32,33,28,8,13,17,11,20,29,25,20,31,19,19,42,10,16,31,3,37,5,41,33,22,29
27/10/2020,31,26,26,27,28,23,n/a,33,32,30,32,40,29,25,29,28,23,40,25,23,20,23,25,20,26,41,34,40,40,45,32,36,25,18,14,14,9,9,15,18,10,12,22,25,21,23,10,14,25,12,15,22,12,12,19,10,16,40,8,12,21,4,23,6,23,29,23,21
28/10/2020,30,24,26,24,25,18,n/a,34,29,29,29,35,26,24,30,23,22,39,27,20,19,18,31,24,19,36,36,29,37,34,27,32,26,15,10,13,9,7,15,17,8,13,23,28,28,34,12,16,16,7,13,26,14,13,17,13,11,29,n/a,13,28,5,18,8,20,38,31,21
29/10/2020,19,17,17,18,20,14,n/a,24,21,20,22,32,21,16,22,20,16,33,22,16,14,12,19,20,13,23,23,12,17,17,15,19,16,15,10,11,8,9,13,12,6,12,23,14,13,25,15,15,14,7,14,22,12,14,13,6,12,13,n/a,10,20,5,14,6,14,7,6,12
30/10/2020,18,11,10,17,16,11,11,18,19,17,15,28,14,16,12,8,8,26,n/a,15,11,9,20,12,19,15,12,10,9,10,10,9,12,11,5,5,4,4,8,11,8,14,20,16,14,12,16,17,6,4,8,14,5,7,13,9,7,8,n/a,5,13,4,15,6,15,5,13,11
31/10/2020,19,14,15,17,22,13,12,19,21,21,20,29,17,17,14,13,13,33,n/a,15,17,14,21,17,18,24,11,11,10,11,10,15,14,13,8,8,7,3,9,13,9,15,21,12,17,12,9,17,9,5,12,21,7,7,12,6,9,11,n/a,9,17,4,19,9,17,11,6,10
1/11/2020,17,12,17,15,16,11,14,16,18,17,25,25,16,14,14,14,12,29,n/a,11,13,11,16,17,14,19,15,13,10,13,9,8,13,16,14,11,6,5,11,11,11,21,22,17,13,11,12,16,11,6,12,28,10,9,8,7,9,12,n/a,11,9,4,14,8,12,9,11,10
2/11/2020,25,18,22,21,18,17,16,27,23,24,29,33,21,22,23,21,16,36,23,18,17,17,22,16,19,31,15,11,13,10,14,14,16,17,n/a,10,6,4,13,17,10,19,21,21,19,14,13,18,13,6,14,24,13,12,15,12,12,15,7,8,14,3,17,7,20,13,19,14
3/11/2020,n/a,19,18,21,23,18,14,25,22,22,23,27,21,21,26,18,18,35,22,19,23,17,30,24,26,37,20,20,21,20,20,20,17,18,13,9,8,7,13,21,12,15,24,29,28,18,10,14,19,9,18,24,16,12,23,18,17,22,6,9,22,4,28,6,25,21,27,23
4/11/2020,n/a,23,20,26,28,23,19,35,30,31,31,39,29,28,33,25,24,40,23,26,23,23,25,22,38,42,27,28,29,30,22,25,25,20,14,18,16,13,20,21,16,16,22,16,20,21,16,15,15,5,19,22,25,15,22,18,13,31,8,15,22,3,29,7,32,23,15,31
5/11/2020,27,21,20,22,26,21,18,35,27,27,27,36,26,23,34,24,20,36,22,n/a,21,22,32,19,27,47,22,25,22,27,18,24,21,18,11,17,16,11,20,17,17,20,23,23,25,17,19,17,8,5,18,20,24,11,19,14,9,25,n/a,13,18,4,30,10,25,19,24,25
6/11/2020,31,20,20,24,27,22,15,38,27,31,36,39,24,29,30,23,20,37,21,23,25,23,34,25,28,47,20,19,16,15,17,n/a,21,18,13,17,n/a,10,20,27,17,18,25,28,24,20,15,17,10,6,n/a,27,22,12,20,17,11,17,n/a,12,21,4,24,10,28,19,17,25
7/11/2020,22,18,16,18,24,15,12,21,20,19,24,28,19,19,24,18,16,32,20,21,26,17,36,27,n/a,33,13,11,12,10,14,n/a,16,17,11,13,8,9,16,22,16,21,22,36,36,16,12,17,10,7,n/a,23,17,11,18,19,12,12,n/a,14,25,4,27,11,23,33,27,19
8/11/2020,41,33,26,34,34,30,26,43,38,39,41,47,37,38,40,31,30,47,29,30,37,28,37,35,n/a,47,26,22,23,25,29,n/a,31,16,10,11,n/a,7,14,20,10,16,23,40,38,27,18,17,13,8,n/a,22,16,13,33,19,10,24,11,14,33,4,35,9,31,23,39,29
9/11/2020,36,29,26,32,33,28,23,35,32,34,39,39,32,31,34,28,30,41,27,31,31,28,35,32,n/a,41,28,24,27,27,28,n/a,30,21,13,17,10,8,19,26,8,13,23,39,36,30,16,21,18,12,n/a,24,17,20,28,22,14,26,17,17,31,4,41,14,29,32,41,30
10/11/2020,39,29,27,33,34,30,22,40,34,34,43,42,32,31,41,32,28,42,29,32,30,29,36,32,39,53,26,25,24,25,26,28,30,28,21,20,14,13,22,28,21,27,26,37,37,27,27,25,25,16,27,31,23,24,29,24,21,28,18,20,32,7,39,16,32,35,35,35
11/11/2020,33,26,27,27,31,25,20,29,32,29,36,33,27,26,32,29,26,39,29,26,29,25,37,30,27,38,27,25,24,24,n/a,26,26,27,21,21,16,12,23,26,31,34,38,37,36,23,28,26,22,17,25,31,26,23,23,19,21,23,16,25,28,10,32,21,24,29,12,25
12/11/2020,30,21,20,22,25,21,16,26,28,27,34,34,25,25,25,22,21,35,23,22,21,21,28,23,25,39,19,15,12,15,n/a,16,19,24,19,21,14,11,23,25,10,21,34,31,29,18,21,19,17,13,24,31,26,22,20,21,16,15,17,16,21,3,19,16,21,26,21,20
13/11/2020,40,27,27,31,33,29,22,42,35,35,38,39,31,32,38,28,29,40,27,33,31,30,49,36,31,56,23,22,24,21,n/a,n/a,27,23,19,20,14,11,23,28,8,14,25,51,47,23,19,17,19,13,21,30,27,21,27,24,15,22,14,17,36,5,37,8,33,51,37,32
14/11/2020,44,36,34,37,40,34,29,52,40,41,48,44,40,38,51,40,33,48,33,39,40,38,68,36,43,66,27,29,26,23,n/a,n/a,34,22,16,19,15,12,22,36,14,14,27,43,44,30,19,17,20,11,22,27,25,25,34,28,17,30,14,23,45,3,48,7,47,n/a,41,46
15/11/2020,54,43,37,42,49,43,32,65,48,50,51,52,48,43,55,50,47,55,34,40,37,37,41,31,39,76,32,40,36,33,n/a,n/a,37,26,n/a,23,17,14,25,37,29,27,24,32,41,36,20,19,22,14,26,29,24,26,30,23,14,36,13,20,34,5,43,7,43,35,22,44
16/11/2020,27,20,20,22,27,17,14,46,25,24,24,33,26,19,40,23,23,36,23,23,25,15,29,21,39,44,27,32,28,26,n/a,n/a,19,25,n/a,23,14,10,23,24,22,25,30,26,21,18,23,22,21,11,24,34,24,23,18,16,19,32,12,21,25,5,34,11,36,19,18,37
17/11/2020,34,28,24,26,30,22,17,60,31,34,33,37,35,27,38,32,28,50,31,27,24,23,34,22,29,63,27,30,33,27,n/a,n/a,22,26,n/a,20,11,10,22,23,18,21,25,23,23,22,14,20,21,10,19,31,22,21,20,11,19,32,10,27,25,6,26,7,33,32,10,26
18/11/2020,36,25,26,25,32,27,19,62,32,38,37,43,31,33,48,33,28,46,28,31,27,30,37,19,26,59,26,28,30,24,n/a,n/a,21,26,21,20,13,11,20,29,14,17,24,29,27,19,15,15,25,9,17,31,21,22,21,13,24,27,8,28,17,4,28,6,34,52,12,27
19/11/2020,48,32,31,33,34,31,24,77,42,46,41,52,44,40,51,43,37,60,28,30,36,34,39,25,30,56,39,32,26,34,n/a,38,29,21,17,19,14,11,22,32,11,16,25,35,28,25,17,16,22,10,22,29,25,20,16,14,21,34,9,21,19,4,27,6,38,59,12,25
20/11/2020,42,32,27,30,40,31,22,55,38,39,36,50,38,36,57,28,30,49,29,38,33,30,55,27,33,52,37,32,23,34,n/a,40,28,22,18,18,13,10,21,35,13,12,26,33,29,35,17,n/a,23,9,24,29,23,20,16,14,15,31,n/a,23,25,4,29,5,44,50,14,30
21/11/2020,25,23,22,23,30,18,18,36,29,25,30,45,28,22,30,21,21,40,21,28,26,18,46,26,32,25,19,18,14,27,n/a,23,25,21,18,19,14,10,21,34,11,12,26,32,30,17,19,n/a,6,9,21,30,28,19,11,19,14,17,13,19,20,3,30,6,35,50,15,19
22/11/2020,25,18,18,18,22,17,14,28,29,24,29,39,24,n/a,24,20,18,35,19,20,19,n/a,31,23,16,26,15,15,16,16,n/a,18,18,23,17,22,15,12,25,37,8,12,23,26,23,16,13,n/a,13,14,20,31,29,22,10,18,19,17,13,19,21,3,15,4,13,35,12,11
23/11/2020,37,26,24,26,29,21,22,41,36,35,38,54,30,30,32,27,23,43,26,24,19,21,29,17,24,48,21,19,21,20,n/a,18,19,27,23,22,14,11,26,30,9,11,24,16,16,17,14,n/a,7,12,21,37,23,24,17,16,23,23,18,17,17,3,19,5,22,21,7,20
24/11/2020,22,14,20,18,19,14,11,29,20,21,24,31,17,18,27,19,14,30,20,18,17,17,28,17,26,43,17,18,18,16,n/a,12,20,29,20,19,13,11,22,17,13,n/a,26,19,15,14,15,n/a,5,13,19,34,20,24,15,12,25,21,13,17,16,4,20,7,23,30,8,19
25/11/2020,24,17,20,20,21,16,11,28,20,22,25,33,20,21,27,20,16,31,20,17,16,19,27,19,23,45,16,18,20,14,n/a,14,20,22,17,18,11,10,9,23,11,17,26,20,17,7,18,n/a,4,16,19,29,20,23,15,15,26,18,11,14,17,3,19,7,24,29,8,24
26/11/2020,22,15,19,18,21,12,10,23,18,19,24,29,18,17,29,19,11,30,19,17,16,18,29,16,24,44,13,17,13,12,n/a,15,16,24,19,20,12,9,n/a,23,8,16,24,18,18,9,11,n/a,n/a,15,22,32,22,23,12,16,21,15,n/a,18,15,3,19,7,27,21,9,19
27/11/2020,17,12,16,14,16,9,7,18,16,15,21,24,15,14,17,13,11,28,21,13,14,13,20,15,24,28,14,13,11,12,n/a,11,15,24,19,15,11,8,n/a,24,11,15,24,18,18,10,16,n/a,19,15,18,33,26,23,12,16,17,12,10,19,14,2,16,5,17,20,9,15
28/11/2020,26,15,20,20,20,16,10,25,21,23,24,30,18,22,27,17,14,30,20,20,19,20,24,19,28,43,15,15,13,11,n/a,15,16,23,19,16,15,9,n/a,28,10,19,29,27,23,8,21,n/a,16,14,21,34,24,25,17,16,15,15,12,21,19,2,23,7,21,25,16,23
29/11/2020,24,16,20,20,21,16,14,24,21,21,23,27,19,19,23,16,16,28,16,19,15,18,18,15,30,37,14,13,12,14,n/a,16,13,23,20,19,17,15,n/a,31,11,16,27,19,15,7,9,n/a,21,16,22,35,27,27,9,19,17,12,15,21,12,4,21,10,19,21,9,24
30/11/2020,20,13,16,18,18,12,8,23,17,19,20,24,16,16,20,13,12,27,17,14,13,14,19,16,21,32,11,9,10,9,n/a,13,14,25,n/a,25,22,16,n/a,20,7,11,24,23,15,5,10,12,24,14,22,33,27,31,10,18,17,11,16,27,14,3,16,5,20,23,11,16
1/12/2020,21,12,19,18,19,12,9,18,20,19,25,25,14,17,23,12,12,27,15,17,14,17,21,17,23,31,11,8,8,9,n/a,11,13,27,20,24,19,15,n/a,23,7,11,23,24,n/a,4,6,8,29,17,25,33,26,29,14,18,17,8,16,22,13,3,18,3,16,38,8,16
2/12/2020,21,13,19,17,18,13,9,27,20,19,19,31,18,17,22,15,13,28,16,16,13,13,19,14,26,30,11,11,12,9,n/a,12,14,26,24,28,19,20,29,33,5,9,23,23,14,9,7,8,30,15,27,36,31,34,13,21,30,10,15,23,15,3,19,4,19,24,8,17
3/12/2020,21,13,18,16,20,15,10,24,n/a,18,19,24,18,18,26,14,13,28,17,18,17,18,22,18,24,38,14,11,12,11,n/a,12,15,26,22,25,14,13,21,26,9,11,24,20,20,5,6,10,36,13,24,30,28,37,13,19,38,12,18,24,16,2,19,6,22,25,13,22
4/12/2020,26,20,22,22,25,18,15,28,n/a,25,25,31,23,22,27,20,18,34,21,22,20,20,26,22,34,30,15,15,18,15,n/a,19,21,30,23,22,19,12,24,29,11,16,30,30,25,10,16,15,27,16,33,31,28,29,18,28,32,16,19,25,n/a,4,25,10,25,29,25,35
5/12/2020,28,20,n/a,25,26,20,n/a,27,26,25,30,30,24,24,28,21,18,35,22,23,20,21,21,18,30,34,19,18,20,19,n/a,24,24,33,26,31,22,15,28,31,18,19,31,27,26,8,15,19,30,17,33,36,31,34,20,24,28,17,22,33,22,6,27,13,26,38,16,27
6/12/2020,36,26,n/a,29,28,21,14,34,31,33,38,36,30,27,32,27,23,42,24,21,21,23,24,18,29,37,19,19,21,19,19,21,22,38,32,32,23,15,26,37,15,21,31,35,25,8,17,20,38,16,38,38,36,47,18,28,38,22,19,32,20,9,28,13,30,57,21,32
7/12/2020,38,30,n/a,33,33,28,19,46,35,38,41,41,35,33,41,37,25,50,24,28,26,30,32,26,35,52,17,21,24,19,20,21,22,34,29,33,26,13,24,44,15,21,35,33,43,11,14,20,35,20,40,35,32,46,19,28,43,25,21,28,23,10,36,11,40,52,17,38
8/12/2020,37,28,29,29,33,25,22,45,33,35,35,41,35,30,39,29,28,40,n/a,28,21,25,31,23,27,n/a,20,21,22,19,19,18,24,30,26,28,19,12,26,38,19,22,34,39,38,16,14,18,31,21,40,37,31,44,22,28,36,25,18,34,26,9,30,12,34,43,25,34
9/12/2020,40,33,31,30,34,27,25,40,36,37,41,41,36,34,44,33,29,46,29,32,28,32,34,28,14,58,26,22,27,20,23,22,30,33,29,28,18,12,22,34,22,23,35,44,43,27,11,15,27,18,40,36,28,44,22,31,34,24,21,40,28,7,33,14,37,60,28,39
10/12/2020,53,41,36,40,47,39,29,63,48,50,50,55,50,44,49,46,42,60,33,37,38,40,42,33,16,68,31,28,38,27,31,29,32,30,27,31,19,13,28,45,28,28,32,46,49,31,13,16,34,22,42,37,33,40,22,29,35,33,23,43,34,7,37,12,44,83,24,45
11/12/2020,61,44,40,49,48,50,37,65,52,57,56,66,50,48,57,50,46,62,37,48,44,44,42,29,15,68,44,40,53,44,52,38,45,30,26,37,21,18,30,43,39,28,38,46,31,37,13,19,34,20,41,41,32,47,20,31,36,40,21,45,34,5,40,17,47,72,15,46
12/12/2020,57,48,39,41,47,46,39,81,53,52,54,60,53,49,58,54,45,67,37,46,41,41,n/a,33,16,73,44,43,46,43,35,36,32,31,28,28,21,17,33,39,35,35,44,44,39,31,13,16,36,17,26,42,32,45,20,23,38,44,18,41,28,6,43,17,49,65,11,43
13/12/2020,60,46,42,43,49,44,41,79,50,58,56,72,55,52,57,58,48,79,45,44,41,40,42,27,15,62,44,42,41,44,46,43,44,31,27,31,21,14,30,40,21,21,31,45,39,35,10,14,36,13,28,38,28,46,20,28,36,42,14,31,28,4,33,9,41,52,14,38
14/12/2020,67,57,49,49,55,48,50,63,66,65,71,112,60,60,59,44,47,76,37,55,54,44,70,41,16,59,26,23,23,30,35,33,35,25,24,26,22,14,24,46,14,14,27,45,39,30,10,12,31,12,29,30,31,47,23,30,n/a,26,17,30,27,3,40,6,44,56,17,40
15/12/2020,79,44,43,46,52,55,43,83,58,67,61,91,57,60,72,52,47,74,30,55,51,54,40,22,17,82,22,20,22,20,22,21,27,28,20,31,19,15,28,36,13,15,25,32,29,32,10,14,31,14,32,12,29,43,19,25,29,23,n/a,28,26,3,41,7,52,31,8,50
16/12/2020,52,27,28,30,39,35,27,56,39,45,34,62,35,44,55,31,28,43,20,34,19,31,25,18,15,63,15,16,14,16,14,14,16,30,27,35,25,15,26,21,9,14,25,18,21,14,10,11,31,16,29,13,25,34,13,17,30,17,n/a,33,16,3,35,7,36,15,5,41
17/12/2020,42,18,23,21,26,20,23,75,25,40,22,58,26,24,44,22,22,29,20,21,18,23,21,13,12,55,13,17,13,16,15,14,17,32,28,27,15,9,16,19,10,13,24,19,15,11,6,9,28,18,25,13,20,19,11,16,30,17,15,35,16,2,25,5,31,22,6,24
18/12/2020,31,23,27,25,23,23,27,41,28,30,31,41,30,24,38,29,22,36,21,20,17,24,25,21,12,49,19,16,16,14,14,15,17,28,25,21,19,11,21,20,10,13,27,20,16,15,6,10,24,19,22,11,19,15,11,18,25,15,10,28,17,3,28,6,32,23,5,24
19/12/2020,24,17,23,19,24,17,22,26,23,22,25,30,20,n/a,29,18,15,29,19,16,14,20,20,35,11,41,15,13,11,13,16,14,13,26,23,23,20,9,18,18,13,16,27,19,16,11,8,12,22,19,23,13,20,16,10,15,22,14,10,29,18,2,25,7,22,14,6,24
20/12/2020,26,17,22,21,24,18,23,24,25,24,25,30,21,n/a,22,16,13,28,19,16,17,15,20,39,10,30,16,11,11,12,13,14,14,21,18,16,12,11,17,14,11,19,25,23,19,14,7,13,14,18,18,11,17,20,12,17,17,11,7,27,19,3,21,6,16,9,12,16
21/12/2020,27,22,24,22,27,19,26,37,28,26,32,30,25,n/a,29,22,19,32,22,20,20,18,28,42,11,35,19,15,17,16,21,17,23,17,12,16,14,12,22,17,12,19,28,37,31,20,9,14,10,15,15,11,15,13,21,n/a,11,16,10,n/a,29,5,27,9,21,21,28,19
22/12/2020,37,34,34,32,33,31,33,37,39,37,43,42,36,n/a,44,31,26,47,27,30,29,25,33,42,17,46,28,24,25,26,25,27,32,22,13,22,16,12,19,17,24,24,32,47,37,29,10,15,17,16,22,12,22,26,25,n/a,18,26,16,33,30,5,38,12,33,54,35,28
23/12/2020,47,39,40,39,40,37,37,49,48,47,50,53,44,n/a,49,41,35,56,43,40,35,35,42,46,13,53,38,32,34,35,37,36,41,26,20,34,29,18,37,26,29,32,28,57,51,40,13,15,21,20,26,15,30,35,30,20,19,35,19,35,44,8,32,18,44,68,32,30
24/12/2020,48,38,37,39,41,41,38,49,45,46,50,56,43,n/a,55,43,37,65,56,37,34,34,n/a,40,15,58,37,29,33,32,41,33,50,29,26,43,34,17,37,23,31,28,20,41,43,42,12,11,22,27,27,17,37,39,31,18,20,32,15,35,34,6,39,18,47,72,15,32
25/12/2020,42,31,34,37,38,36,34,47,37,39,42,48,38,n/a,49,38,33,46,34,34,24,30,28,42,16,65,26,23,20,22,17,21,26,30,29,44,27,23,35,30,22,31,11,35,27,26,16,13,24,19,24,19,32,39,18,19,23,22,16,34,27,5,36,9,38,38,10,32
26/12/2020,45,27,31,31,33,29,31,52,34,41,41,44,33,n/a,52,39,25,43,30,36,28,34,35,41,17,70,28,18,17,18,19,20,21,33,29,42,27,22,31,30,8,14,8,46,27,21,10,10,28,19,25,19,29,40,20,19,28,18,17,35,27,3,36,7,47,39,15,33
27/12/2020,41,32,28,29,31,28,31,48,35,40,35,52,38,n/a,46,29,27,57,32,34,42,27,45,33,16,54,30,23,20,23,23,28,24,28,26,31,29,20,30,32,9,14,13,65,39,25,11,10,31,14,30,18,28,38,21,20,27,23,15,34,32,4,29,5,45,50,15,22
28/12/2020,27,16,23,24,22,18,25,58,25,23,25,43,22,n/a,37,13,14,25,19,31,39,19,59,42,14,16,36,23,20,22,17,25,22,21,19,32,31,19,29,35,11,17,13,70,42,42,21,15,22,14,27,14,27,33,22,29,13,24,15,32,43,4,34,11,30,51,19,17
29/12/2020,36,24,28,29,27,25,29,45,31,31,33,45,32,n/a,45,21,20,35,28,33,34,23,52,50,15,27,32,22,19,20,22,26,26,19,17,31,25,17,29,35,12,20,16,66,44,38,17,16,18,15,28,18,27,33,24,29,18,22,17,33,37,6,26,13,31,67,21,18
30/12/2020,36,21,30,27,27,25,27,30,29,30,31,41,27,n/a,42,18,19,33,27,32,31,25,31,60,15,35,27,22,24,26,19,25,22,25,23,36,28,21,33,26,15,20,19,24,26,34,18,19,24,19,28,17,24,36,21,23,20,24,18,36,28,7,32,16,41,28,15,22
31/12/2020,23,17,22,20,19,17,22,20,21,21,20,22,21,n/a,21,19,16,28,22,19,17,16,18,43,10,22,16,14,15,14,16,18,16,28,24,24,20,17,25,16,17,20,17,24,19,20,17,16,26,28,25,18,23,34,17,19,27,15,n/a,25,22,11,19,14,17,26,17,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
